"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_408008,hCoV-19/USA/CA3/2020,North America / USA / California,2020-01-29,California Department of Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Krista Queen, Jing Zhang, Yan Li, Ying Tao, Anna Uehara, Clinton Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_408009,hCoV-19/USA/CA4/2020,North America / USA / California,2020-01-29,California Department of Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention ","Krista Queen, Jing Zhang, Yan Li, Ying Tao, Anna Uehara, Clinton Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_408010,hCoV-19/USA/CA5/2020,North America / USA / California,2020-01-29,California Department of Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention ","Ying Tao, Krista Queen, Jing Zhang, Yan Li, Anna Uehara, Clinton Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_409067,hCoV-19/USA/MA1/2020,North America / USA / Massachusetts,2020-01-29,Massachusetts Department of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention ","Clinton R. Paden, Jing Zhang, Krista Queen, Yan Li, Ying Tao, Anna Uehara, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_408670,hCoV-19/USA/WI1/2020,North America / USA / Wisconsin,2020-01-31,Wisconsin Department of Health Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Jing Zhang, Anna Uehara, Krista Queen, Yan Li, Ying Tao, Clinton R. Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_411954,hCoV-19/USA/CA7/2020,North America / USA / California,2020-02-06,California Department of Public Health ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention ","Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Ying Tao, Clinton R. Paden, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_411955,hCoV-19/USA/CA8/2020,North America / USA / California,2020-02-10,California Department of Public Health ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention ","Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Ying Tao, Clinton R. Paden, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_411956,hCoV-19/USA/TX1/2020,North America / USA / Texas,2020-02-11,Texas Department of State Health Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention ","Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Ying Tao, Clinton R. Paden, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413606,hCoV-19/USA/CruiseA-1/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_413612,hCoV-19/USA/CruiseA-7/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413613,hCoV-19/USA/CruiseA-8/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413614,hCoV-19/USA/CruiseA-9/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413615,hCoV-19/USA/CruiseA-10/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413616,hCoV-19/USA/CruiseA-11/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_414483,hCoV-19/USA/CruiseA-24/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Krista Queen, Anna Uehara, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_414484,hCoV-19/USA/CruiseA-25/2020,North America / USA,2020-02-17,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Krista Queen, Anna Uehara, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413607,hCoV-19/USA/CruiseA-2/2020,North America / USA,2020-02-18,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_413608,hCoV-19/USA/CruiseA-3/2020,North America / USA,2020-02-18,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_413620,hCoV-19/USA/CruiseA-15/2020,North America / USA,2020-02-18,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Clinton R. Paden, Ying Tao, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413621,hCoV-19/USA/CruiseA-16/2020,North America / USA,2020-02-18,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Clinton R. Paden, Ying Tao, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_414479,hCoV-19/USA/CruiseA-19/2020,North America / USA,2020-02-18,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Ying Tao, Krista Queen, Clinton R. Paden, Anna Uehara, Jing Zhang, Yan Li, Mary S. Keckler, Alison S. Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_414482,hCoV-19/USA/CruiseA-23/2020,North America / USA,2020-02-18,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Krista Queen, Anna Uehara, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413617,hCoV-19/USA/CruiseA-12/2020,North America / USA,2020-02-20,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413618,hCoV-19/USA/CruiseA-13/2020,North America / USA,2020-02-20,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Clinton R. Paden, Ying Tao, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_413456,hCoV-19/USA/WA-S2/2020,North America / USA / Washington / King County,2020-02-20,Seattle Flu Study,Seattle Flu Study,Chu et al
EPI_ISL_417137,hCoV-19/USA/WA-S84/2020,North America / USA / Washington / King County,2020-02-21,Washington State Department of Health,Seattle Flu Study,Chu etl al
EPI_ISL_413609,hCoV-19/USA/CruiseA-4/2020,North America / USA,2020-02-21,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_413610,hCoV-19/USA/CruiseA-5/2020,North America / USA,2020-02-21,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_413611,hCoV-19/USA/CruiseA-6/2020,North America / USA,2020-02-21,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_414480,hCoV-19/USA/CruiseA-21/2020,North America / USA,2020-02-21,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Ying Tao, Krista Queen, Clinton R. Paden, Anna Uehara, Jing Zhang, Yan Li, Mary S. Keckler, Alison S. Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_414481,hCoV-19/USA/CruiseA-22/2020,North America / USA,2020-02-21,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Ying Tao, Krista Queen, Clinton R. Paden, Anna Uehara, Jing Zhang, Yan Li, Mary S. Keckler, Alison S. Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
EPI_ISL_417135,hCoV-19/USA/WA-S82/2020,North America / USA / Washington / King County,2020-02-22,Washington State Department of Health,Seattle Flu Study,Chu etl al
EPI_ISL_430131,hCoV-19/USA/WA-S277/2020,North America / USA / Washington / King County,2020-02-22,Seattle Flu Study,Seattle Flu Study,Chu et al
EPI_ISL_412862,hCoV-19/USA/CA9/2020,North America / USA / California / Solano,2020-02-23,California Department of Public Health ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention ","Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Ying Tao, Clinton R. Paden, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_430292,hCoV-19/USA/WA-S254/2020,North America / USA / Washington / Snohomish County,2020-02-24,Washington State Department of Health,Seattle Flu Study,Chu et al
EPI_ISL_412970,hCoV-19/USA/WA2/2020,North America / USA / Washington / Snohomish County,2020-02-24,Washington State Department of Health ,Seattle Flu Study ,"Helen Chu, Michael Boeckh, Janet Englund, Michael Famulare, Barry Lutz, Deborah Nickerson, Mark Rieder, Lea Starita, Matthew Thompson, Jay Shendure, and Trevor Bedford"
EPI_ISL_413622,hCoV-19/USA/CruiseA-17/2020,North America / USA,2020-02-24,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Clinton R. Paden, Ying Tao, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_416462,hCoV-19/USA/WA-S7/2020,North America / USA / Washington,2020-02-24,Seattle Flu Study,Seattle Flu Study,Chu et al
EPI_ISL_416463,hCoV-19/USA/WA-S8/2020,North America / USA / Washington / King County,2020-02-24,Seattle Flu Study,Seattle Flu Study,Chu et al
EPI_ISL_414485,hCoV-19/USA/CruiseA-26/2020,North America / USA,2020-02-24,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Krista Queen, Anna Uehara, Ying Tao, Clinton R. Paden, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_430295,hCoV-19/USA/WA-S257/2020,North America / USA / Washington / King County,2020-02-25,Washington State Department of Health,Seattle Flu Study,Chu et al
EPI_ISL_413619,hCoV-19/USA/CruiseA-14/2020,North America / USA,2020-02-25,unknown,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention","Clinton R. Paden, Ying Tao, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
EPI_ISL_417134,hCoV-19/USA/WA-S81/2020,North America / USA / Washington / King County,2020-02-26,Washington State Department of Health,Seattle Flu Study,Chu etl al
EPI_ISL_430126,hCoV-19/USA/WA-S272/2020,North America / USA / Washington / King County,2020-02-26,Seattle Flu Study,Seattle Flu Study,Chu et al
EPI_ISL_419554,hCoV-19/USA/CA_2602/2020,North America / USA / California,2020-02-26,California Department of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong"
EPI_ISL_435580,hCoV-19/USA/CA-SCCPHD-UC101/2020,North America / USA / California / Santa Clara County,2020-02-26,Santa Clara County Public Health Department,"Chiu Laboratory, University of California, San Francisco","Xianding Deng, Scot Federman, Wei Gu,  Elsa Villarino, Brandon Bonin, Debra A. Wadford, and Charles Y. Chiu"
EPI_ISL_413558,hCoV-19/USA/CA-CDPH-UC2/2020,North America / USA / California / Solano County,2020-02-27,California Department of Public Health,"Chiu Laboratory, University of California, San Francisco","Xianding Deng, Scot Federman, Chao-Yang Pan, Hugo Guevara,Wei Gu, Debra A. Wadford, and Charles Y. Chiu"
EPI_ISL_413559,hCoV-19/USA/CA-CDPH-UC3/2020,North America / USA / California / Solano County,2020-02-27,California Department of Public Health,"Chiu Laboratory, University of California, San Francisco","Xianding Deng, Scot Federman, Chao-Yang Pan, Hugo Guevara,Wei Gu, Debra A. Wadford, and Charles Y. Chiu"
EPI_ISL_413561,hCoV-19/USA/CA-CDPH-UC4/2020,North America / USA / California / Solano County,2020-02-27,California Department of Public Health,"Chiu Laboratory, University of California, San Francisco","Xianding Deng, Scot Federman, Chao-Yang Pan, Hugo Guevara,Wei Gu, Debra A. Wadford, and Charles Y. Chiu"
EPI_ISL_417096,hCoV-19/USA/WA-S43/2020,North America / USA / Washington,2020-02-27,Washington State Department of Health,Seattle Flu Study,Chu etl al
EPI_ISL_419555,hCoV-19/USA/WA_5030/2020,North America / USA / Washington,2020-02-27,WA State Department of Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong"
EPI_ISL_419558,hCoV-19/USA/OR_2656/2020,North America / USA / Oregon,2020-02-27,OR State PHL-Virology/Immunology Section,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention","Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong"
EPI_ISL_413025,hCoV-19/USA/WA3-UW1/2020,North America / USA / Washington,2020-02-27,Harborview Medical Center,UW Virology Lab,"Pavitra Roychoudhury, Arun Nalla, Hong Xie, Keith Jerome, Alexander Greninger"
EPI_ISL_413557,hCoV-19/USA/CA-CDPH-UC1/2020,North America / USA / California / Sonoma County,2020-02-28,California Department of Public Health ,"Chiu Laboratory, University of California, San Francisco ","Xianding Deng, Scot Federman, Chao-Yang Pan, Hugo Guevara,Wei Gu, Debra A. Wadford, and Charles Y. Chiu"
EPI_ISL_413560,hCoV-19/USA/WA-S3/2020,North America / USA / Washington,2020-02-28,Seattle Flu Study,Seattle Flu Study,Chu et al
EPI_ISL_417093,hCoV-19/USA/WA-S40/2020,North America / USA / Washington / Snohomish County,2020-02-28,Washington State Department of Health,Seattle Flu Study,Chu etl al
