"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_413598,hCoV-19/Australia/NSW12/2020,Oceania / Australia / NSW / Sydney,2020-03-04,Centre for Infectious Diseases and Microbiology - Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,"Gray K, Eden J-S, Lam C, Rockett R, Timms, V, Gall, M, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*"
EPI_ISL_413599,hCoV-19/Australia/NSW13/2020,Oceania / Australia / NSW / Sydney,2020-03-04,Centre for Infectious Diseases and Microbiology - Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,"Timms, V, Eden J-S, Lam C, Gray K, Rockett R, Gall, M, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*"
EPI_ISL_413600,hCoV-19/Australia/NSW14/2020,Oceania / Australia / NSW / Sydney,2020-03-03,Centre for Infectious Diseases and Microbiology - Public Health,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,"Gall, M, Eden J-S, Lam C, Gray K, Timms, V, Rockett R, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group*"
EPI_ISL_414414,hCoV-19/Australia/QLD09/2020,Oceania / Australia / Queensland / Gold Coast,2020-02-29,Pathology Queensland,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_417211,hCoV-19/NewZealand/CoV001/2020,Oceania / New Zealand / Otago,2020-03-11,Dunedin Hospital,University of Otago,"M.E. Quiñones-Mateu, B. Lawley, J. Grant, R. Harfoot, J. Ussher"
EPI_ISL_418801,hCoV-19/Australia/QLDID923/2020,Oceania / Australia / Queensland / Brisbane,2020-03-14,Mater Pathology,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_418802,hCoV-19/Australia/QLDID924/2020,Oceania / Australia / Queensland / Gold Coast,2020-03-18,Pathology Queensland,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_418803,hCoV-19/Australia/QLDID925/2020,Oceania / Australia / Queensland / Sunshine Coast,2020-03-18,Pathology Queensland,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_418804,hCoV-19/Australia/QLDID926/2020,Oceania / Australia / Queensland / Sunshine Coast,2020-03-18,Pathology Queensland,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_418807,hCoV-19/Australia/QLDID927/2020,Oceania / Australia / Queensland / Brisbane,2020-03-19,Pathology Queensland,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_418808,hCoV-19/Australia/QLDID928/2020,Oceania / Australia / Queensland / Brisbane,2020-03-19,Pathology Queensland,Public Health Virology Laboratory,"Bixing Huang, Alyssa Pyke, Amanda De Jong, Andrew Van Den Hurk, Carmel Taylor, David Warrilow, Doris Genge, Elisabeth Gamez, Glen Hewitson, Ian Maxwell Mackay, Inga Sultana, Jamie McMahon, Jean Barcelon, Judy Northill, Mitchell Finger, Natalie Simpson, Neelima Nair, Peter Burtonclay, Peter Moore, Sarah Wheatley, Sean Moody, Sonja Hall-Mendelin, Timothy Gardam, and Frederick Moore"
EPI_ISL_419714,hCoV-19/Australia/VIC108/2020,Oceania / Australia / Victoria,2020-03-18,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419715,hCoV-19/Australia/VIC111/2020,Oceania / Australia / Victoria,2020-03-18,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419716,hCoV-19/Australia/VIC110/2020,Oceania / Australia / Victoria,2020-03-18,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419717,hCoV-19/Australia/VIC115/2020,Oceania / Australia / Victoria,2020-03-19,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419718,hCoV-19/Australia/VIC109/2020,Oceania / Australia / Victoria,2020-03-18,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419719,hCoV-19/Australia/VIC118/2020,Oceania / Australia / Victoria,2020-03-20,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419720,hCoV-19/Australia/VIC107/2020,Oceania / Australia / Victoria,2020-03-17,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419721,hCoV-19/Australia/VIC116/2020,Oceania / Australia / Victoria,2020-03-19,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419722,hCoV-19/Australia/VIC120/2020,Oceania / Australia / Victoria,2020-03-19,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419723,hCoV-19/Australia/VIC121/2020,Oceania / Australia / Victoria,2020-03-18,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419725,hCoV-19/Australia/VIC114/2020,Oceania / Australia / Victoria,2020-03-18,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419726,hCoV-19/Australia/VIC119/2020,Oceania / Australia / Victoria,2020-03-19,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419727,hCoV-19/Australia/VIC117/2020,Oceania / Australia / Victoria,2020-03-19,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419728,hCoV-19/Australia/VIC126/2020,Oceania / Australia / Victoria,2020-03-20,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419729,hCoV-19/Australia/VIC127/2020,Oceania / Australia / Victoria,2020-03-20,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419730,hCoV-19/Australia/VIC128/2020,Oceania / Australia / Victoria,2020-03-20,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419731,hCoV-19/Australia/VIC123/2020,Oceania / Australia / Victoria,2020-03-20,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419732,hCoV-19/Australia/VIC129/2020,Oceania / Australia / Victoria,2020-03-21,Microbiological Diagnostic Unit Public Health Laboratory,Microbiological Diagnostic Unit Public Health Laboratory,"Seemann T., Schultz M., Sait, M., Sherry, N."
EPI_ISL_419733,hCoV-19/Australia/VIC13/2020,Oceania / Australia / Victoria,2020-01-31,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419735,hCoV-19/Australia/VIC15/2020,Oceania / Australia / Victoria,2020-02-24,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419736,hCoV-19/Australia/VIC17/2020,Oceania / Australia / Victoria,2020-03-07,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419737,hCoV-19/Australia/VIC18/2020,Oceania / Australia / Victoria,2020-03-07,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419739,hCoV-19/Australia/VIC24/2020,Oceania / Australia / Victoria,2020-03-09,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419740,hCoV-19/Australia/VIC21/2020,Oceania / Australia / Victoria,2020-03-09,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419741,hCoV-19/Australia/VIC20/2020,Oceania / Australia / Victoria,2020-03-08,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419742,hCoV-19/Australia/VIC22/2020,Oceania / Australia / Victoria,2020-03-09,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419743,hCoV-19/Australia/VIC23/2020,Oceania / Australia / Victoria,2020-03-09,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419744,hCoV-19/Australia/VIC25/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419745,hCoV-19/Australia/VIC26/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419746,hCoV-19/Australia/VIC27/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419747,hCoV-19/Australia/VIC28/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419748,hCoV-19/Australia/VIC29/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419749,hCoV-19/Australia/VIC30/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419750,hCoV-19/Australia/VIC31/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419751,hCoV-19/Australia/VIC32/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419752,hCoV-19/Australia/VIC33/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419753,hCoV-19/Australia/VIC34/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419754,hCoV-19/Australia/VIC37/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419755,hCoV-19/Australia/VIC35/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419756,hCoV-19/Australia/VIC38/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419757,hCoV-19/Australia/VIC39/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419758,hCoV-19/Australia/VIC40/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419759,hCoV-19/Australia/VIC47/2020,Oceania / Australia / Victoria,2020-03-12,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419760,hCoV-19/Australia/VIC41/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419761,hCoV-19/Australia/VIC42/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419762,hCoV-19/Australia/VIC48/2020,Oceania / Australia / Victoria,2020-03-12,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419763,hCoV-19/Australia/VIC43/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419764,hCoV-19/Australia/VIC49/2020,Oceania / Australia / Victoria,2020-03-12,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419765,hCoV-19/Australia/VIC36/2020,Oceania / Australia / Victoria,2020-03-10,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419766,hCoV-19/Australia/VIC50/2020,Oceania / Australia / Victoria,2020-03-12,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419767,hCoV-19/Australia/VIC44/2020,Oceania / Australia / Victoria,2020-03-11,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419768,hCoV-19/Australia/VIC52/2020,Oceania / Australia / Victoria,2020-03-12,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419769,hCoV-19/Australia/VIC53/2020,Oceania / Australia / Victoria,2020-03-12,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419770,hCoV-19/Australia/VIC54/2020,Oceania / Australia / Victoria,2020-03-12,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
EPI_ISL_419771,hCoV-19/Australia/VIC59/2020,Oceania / Australia / Victoria,2020-03-13,Victorian Infectious Diseases Reference Laboratory (VIDRL),"Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute","Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N."
