"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_417441,hCoV-19/DRC/KN-0070/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-17,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417442,hCoV-19/DRC/KN-0072/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-18,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417941,hCoV-19/DRC/73/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-18,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417942,hCoV-19/DRC/80/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-18,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417944,hCoV-19/DRC/81/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-18,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417946,hCoV-19/DRC/82/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-18,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417947,hCoV-19/DRC/94/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-19,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417948,hCoV-19/DRC/108/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-19,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417950,hCoV-19/DRC/158/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-20,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_417955,hCoV-19/DRC/191/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-21,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_418206,hCoV-19/Senegal/003/2020,Africa / Senegal / Dakar,2020-02-28,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418207,hCoV-19/Senegal/016/2020,Africa / Senegal / Dakar,2020-03-02,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418208,hCoV-19/Senegal/020/2020,Africa / Senegal / Dakar,2020-03-04,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418209,hCoV-19/Senegal/026/2020,Africa / Senegal / Dakar,2020-03-03,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418210,hCoV-19/Senegal/073/2020,Africa / Senegal / Touba,2020-03-10,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418211,hCoV-19/Senegal/082/2020,Africa / Senegal / Touba,2020-03-11,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418212,hCoV-19/Senegal/087/2020,Africa / Senegal / Touba,2020-03-11,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha sall"
EPI_ISL_418213,hCoV-19/Senegal/094/2020,Africa / Senegal / Touba,2020-03-12,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418215,hCoV-19/Senegal/119/2020,Africa / Senegal / Touba,2020-03-12,Instirut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418216,hCoV-19/Senegal/136/2020,Africa / Senegal / Dakar,2020-03-13,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418217,hCoV-19/Senegal/139/2020,Africa / Senegal / Mbour,2020-03-13,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_418241,hCoV-19/Algeria/G0638_2264/2020,Africa / Algeria / Boufarik,2020-03-02,NIC Viral Respiratory Unit - Institut Pasteur of Algeria,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris","Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Fawzi Derrar"
EPI_ISL_418242,hCoV-19/Algeria/G0640_2265/2020,Africa / Algeria / Blida,2020-03-08,NIC Viral Respiratory Unit - Institut Pasteur of Algeria,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris","Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Fawzi Derrar"
EPI_ISL_420030,hCoV-19/DRC/214/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-21,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420031,hCoV-19/DRC/215/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-21,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420032,hCoV-19/DRC/236/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-22,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420033,hCoV-19/DRC/241/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-22,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420034,hCoV-19/DRC/243/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-22,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420035,hCoV-19/DRC/248/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-22,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420037,hCoV-19/Algeria/G0860_2262/2020,Africa / Algeria / Boufarik,2020-03-02,NIC Viral Respiratory Unit - Institut Pasteur of Algeria,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris","Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Fawzi Derrar"
EPI_ISL_420069,hCoV-19/Senegal/306/2020,Africa / Senegal / Dakar,2020-03-17,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_420070,hCoV-19/Senegal/315/2020,Africa / Senegal / Dakar,2020-03-17,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye, Amadou Alpha Sall"
EPI_ISL_420072,hCoV-19/Senegal/370/2020,Africa / Senegal / Mbour,2020-03-18,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye , Amadou Alpha Sall"
EPI_ISL_420073,hCoV-19/Senegal/382/2020,Africa / Senegal / Dakar,2020-03-19,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye , Amadou Alpha Sall"
EPI_ISL_420074,hCoV-19/Senegal/600/2020,Africa / Senegal / St-Louis,2020-03-20,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye , Amadou Alpha Sall"
EPI_ISL_420075,hCoV-19/Senegal/610/2020,Africa / Senegal / Dakar,2020-03-20,Institut pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye , Amadou Alpha Sall"
EPI_ISL_420076,hCoV-19/Senegal/611/2020,Africa / Senegal / Dakar,2020-03-20,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye , Ndongo Dia"
EPI_ISL_420077,hCoV-19/Senegal/618/2020,Africa / Senegal / Dakar,2020-03-20,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye , Amadou Alpha Sall"
EPI_ISL_420078,hCoV-19/Senegal/620/2020,Africa / Senegal / Thies,2020-03-20,Institut Pasteur Dakar,Institut Pasteur de Dakar,"Ndongo Dia, Moussa Moise Diagne, Mamadou Diop, Ousmane Faye , Amadou Alpha Sall"
EPI_ISL_420838,hCoV-19/DRC/253/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-22,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420839,hCoV-19/DRC/254/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-22,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420840,hCoV-19/DRC/299/2020,Africa / Democratic Republic of the Congo / Sud Kivu,2020-03-20,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420841,hCoV-19/DRC/300/2020,Africa / Democratic Republic of the Congo / Sud Kivu,2020-03-22,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420842,hCoV-19/DRC/307/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420843,hCoV-19/DRC/353/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420844,hCoV-19/DRC/355/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420845,hCoV-19/DRC/397/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03-26,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420846,hCoV-19/DRC/400/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420847,hCoV-19/DRC/431/2020,Africa / Democratic Republic of the Congo,2020-03-26,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
EPI_ISL_420848,hCoV-19/DRC/445/2020,Africa / Democratic Republic of the Congo / Kinshasa,2020-03,"Viral Respiratory Lab, National Institute for Biomedical Research (INRB)","Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)","Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum"
